rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,Z,is,1.0242,1.0830,102,108,1,0.005167,0.001039,4.6754,0.9400
2,T,necessity,0.7770,0.8358,78,84,1,0.004753,0.001669,4.3006,1.5105
3,AH,the,1.2125,1.2714,121,127,6,0.004718,0.000822,4.2686,0.7433
4,IH,is,0.9653,1.0242,97,102,2,0.004716,0.001013,4.2667,0.9164
5,N,necessity,0.4238,0.4827,42,48,4,0.004674,0.000603,4.2292,0.5451
6,AH,necessity,0.7181,0.7770,72,78,6,0.004657,0.001668,4.2137,1.5091
7,IY,necessity,0.8358,0.8947,84,89,1,0.004641,0.001178,4.1995,1.0660
8,DH,the,1.1537,1.2125,115,121,2,0.004628,0.000824,4.1875,0.7452
9,S,necessity,0.5415,0.6004,54,60,2,0.004584,0.000858,4.1473,0.7760
10,AH,necessity,0.4827,0.5415,48,54,6,0.004457,0.000649,4.0324,0.5872
11,EH,necessity,0.6004,0.6592,60,66,2,0.004415,0.000941,3.9946,0.8517
12,S,necessity,0.6592,0.7181,66,72,2,0.004405,0.001032,3.9853,0.9334
13,IH,invention,1.8365,1.8806,184,188,2,0.004089,0.000613,3.6998,0.5547
14,N,invention,1.8806,1.9247,188,192,4,0.004061,0.000666,3.6746,0.6028
15,V,of,1.7070,1.7658,171,177,2,0.003985,0.000626,3.6053,0.5666
16,M,mother,1.3420,1.4009,134,140,1,0.003957,0.000758,3.5799,0.6856
17,N,invention,2.0130,2.0572,201,206,4,0.003956,0.000747,3.5797,0.6759
18,ER,mother,1.5186,1.5775,152,158,1,0.003944,0.000840,3.5681,0.7602
19,AH,mother,1.4009,1.4597,140,146,6,0.003893,0.000726,3.5219,0.6570
20,AH,of,1.6481,1.7070,165,171,6,0.003887,0.000876,3.5170,0.7929
21,SH,invention,2.0572,2.1013,206,210,1,0.003885,0.000762,3.5146,0.6892
22,DH,mother,1.4597,1.5186,146,152,2,0.003857,0.000828,3.4895,0.7493
23,EH,invention,1.9689,2.0130,197,201,2,0.003849,0.000757,3.4827,0.6846
24,AH,invention,2.1013,2.1455,210,215,6,0.003843,0.000711,3.4768,0.6429
25,N,invention,2.1455,2.1896,215,219,4,0.003823,0.000794,3.4589,0.7181
26,V,invention,1.9247,1.9689,192,197,2,0.003681,0.000883,3.3303,0.7989
