rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,IH,is,1.7953,1.9047,180,190,2,0.002904,0.000563,4.6133,0.8944
2,Z,is,1.9047,2.0142,190,201,1,0.002858,0.000571,4.5398,0.9079
3,AH,mother,2.6053,2.7148,261,271,6,0.002734,0.000347,4.3441,0.5516
4,DH,the,2.1455,2.2550,215,226,2,0.002683,0.000459,4.2620,0.7288
5,ER,mother,2.8242,2.9337,282,293,1,0.002645,0.000391,4.2019,0.6209
6,AH,necessity,1.3355,1.4450,134,144,6,0.002608,0.000518,4.1440,0.8229
7,DH,mother,2.7148,2.8242,271,282,2,0.002584,0.000350,4.1055,0.5553
8,IY,necessity,1.5544,1.6639,155,166,1,0.002580,0.000355,4.0990,0.5643
9,M,mother,2.4958,2.6053,250,261,1,0.002575,0.000434,4.0907,0.6901
10,S,necessity,1.0071,1.1166,101,112,2,0.002562,0.000682,4.0708,1.0842
11,AH,the,2.2550,2.3645,226,236,6,0.002516,0.000427,3.9968,0.6783
12,T,necessity,1.4450,1.5544,144,155,1,0.002482,0.000398,3.9436,0.6322
13,EH,necessity,1.1166,1.2260,112,123,2,0.002471,0.000753,3.9260,1.1965
14,S,necessity,1.2260,1.3355,123,134,2,0.002467,0.000631,3.9191,1.0017
15,AH,of,3.0651,3.1745,307,317,6,0.002403,0.000343,3.8182,0.5441
16,AH,necessity,0.8976,1.0071,90,101,6,0.002386,0.000620,3.7906,0.9857
17,N,invention,3.9901,4.0722,399,407,4,0.002255,0.000530,3.5823,0.8413
18,IH,invention,3.4154,3.4975,342,350,2,0.002250,0.000353,3.5746,0.5605
19,N,invention,3.7438,3.8259,374,383,4,0.002186,0.000341,3.4722,0.5413
20,V,of,3.1745,3.2840,317,328,2,0.002178,0.000331,3.4599,0.5261
21,AH,invention,3.9080,3.9901,391,399,6,0.002165,0.000457,3.4401,0.7257
22,SH,invention,3.8259,3.9080,383,391,1,0.002157,0.000373,3.4261,0.5926
23,EH,invention,3.6617,3.7438,366,374,2,0.002104,0.000275,3.3431,0.4375
24,V,invention,3.5796,3.6617,358,366,2,0.002074,0.000364,3.2943,0.5776
25,N,necessity,0.7882,0.8976,79,90,4,0.002067,0.000560,3.2835,0.8903
26,N,invention,3.4975,3.5796,350,358,4,0.002051,0.000312,3.2586,0.4956
