rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,R,there's,0.4759,0.5135,48,51,2,0.005034,0.001107,5.0320,1.1065
2,DH,there's,0.4008,0.4383,40,44,1,0.005024,0.001312,5.0221,1.3111
3,Z,there's,0.5135,0.5511,51,55,2,0.004988,0.001199,4.9864,1.1983
4,N,no,0.6178,0.6930,62,69,2,0.004956,0.000811,4.9539,0.8104
5,EH,there's,0.4383,0.4759,44,48,1,0.004903,0.001117,4.9009,1.1161
6,AH,such,0.8850,0.9351,89,94,3,0.004877,0.001066,4.8746,1.0657
7,AH,a,1.4862,1.6365,149,164,3,0.004781,0.000903,4.7786,0.9024
8,CH,such,0.9351,0.9852,94,99,2,0.004737,0.001056,4.7352,1.0555
9,IH,thing,1.1021,1.1522,110,115,1,0.004711,0.000838,4.7086,0.8377
10,OW,no,0.6930,0.7681,69,77,1,0.004710,0.000730,4.7084,0.7301
11,TH,thing,1.0520,1.1021,105,110,1,0.004546,0.000877,4.5440,0.8766
12,Z,as,1.3442,1.4194,134,142,2,0.004509,0.001418,4.5070,1.4173
13,NG,thing,1.1522,1.2023,115,120,1,0.004486,0.000808,4.4839,0.8078
14,S,such,0.8349,0.8850,83,89,1,0.004482,0.000960,4.4805,0.9594
15,F,free,1.7033,1.7534,170,175,1,0.004412,0.000757,4.4104,0.7564
16,AE,as,1.2691,1.3442,127,134,1,0.004314,0.000777,4.3122,0.7764
17,R,free,1.7534,1.8035,175,180,2,0.004275,0.000762,4.2737,0.7622
18,L,lunch,1.9203,1.9579,192,196,1,0.004144,0.000896,4.1419,0.8955
19,IY,free,1.8035,1.8535,180,185,1,0.004140,0.000567,4.1380,0.5663
20,AH,lunch,1.9579,1.9955,196,200,3,0.004018,0.000729,4.0163,0.7289
21,CH,lunch,2.0331,2.0706,203,207,2,0.003998,0.000874,3.9962,0.8739
22,N,lunch,1.9955,2.0331,200,203,2,0.003997,0.000746,3.9952,0.7457
