rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,N,no,0.8200,0.9197,82,92,2,0.004131,0.000560,5.4234,0.7358
2,AH,such,1.1745,1.2410,117,124,3,0.003861,0.000725,5.0697,0.9522
3,IH,thing,1.4626,1.5291,146,153,1,0.003767,0.000548,4.9456,0.7194
4,OW,no,0.9197,1.0194,92,102,1,0.003753,0.000417,4.9277,0.5481
5,CH,such,1.2410,1.3075,124,131,2,0.003694,0.000500,4.8509,0.6570
6,AE,as,1.6843,1.7840,168,178,1,0.003685,0.000540,4.8386,0.7088
7,S,such,1.1081,1.1745,111,117,1,0.003664,0.000426,4.8104,0.5597
8,TH,thing,1.3962,1.4626,140,146,1,0.003607,0.000626,4.7355,0.8223
9,AH,lunch,2.5984,2.6483,260,265,3,0.003580,0.000649,4.7002,0.8516
10,Z,there's,0.6815,0.7313,68,73,2,0.003512,0.001042,4.6111,1.3682
11,NG,thing,1.5291,1.5956,153,160,1,0.003492,0.000624,4.5851,0.8193
12,N,lunch,2.6483,2.6981,265,270,2,0.003399,0.000635,4.4625,0.8341
13,L,lunch,2.5485,2.5984,255,260,1,0.003388,0.000607,4.4488,0.7965
14,Z,as,1.7840,1.8837,178,188,2,0.003333,0.000341,4.3767,0.4480
15,R,free,2.3269,2.3934,233,239,2,0.003323,0.000653,4.3627,0.8572
16,IY,free,2.3934,2.4599,239,246,1,0.003280,0.000486,4.3068,0.6384
17,CH,lunch,2.6981,2.7480,270,275,2,0.003211,0.000763,4.2163,1.0020
18,DH,there's,0.5319,0.5817,53,58,1,0.003162,0.000719,4.1519,0.9446
19,F,free,2.2604,2.3269,226,233,1,0.003150,0.000595,4.1365,0.7810
20,AH,a,1.9724,2.1718,197,217,3,0.003142,0.000373,4.1252,0.4892
21,EH,there's,0.5817,0.6316,58,63,1,0.003076,0.000526,4.0383,0.6903
22,R,there's,0.6316,0.6815,63,68,2,0.002952,0.000230,3.8761,0.3020
