rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,L,intelligence,1.8781,1.9591,188,196,3,0.003616,0.000770,4.4003,0.9374
2,IH,intelligence,1.5538,1.6349,155,163,3,0.003546,0.000405,4.3151,0.4923
3,N,intelligence,1.6349,1.7159,163,172,2,0.003509,0.000679,4.2707,0.8262
4,EH,intelligence,1.7970,1.8781,180,188,1,0.003508,0.000514,4.2687,0.6254
5,L,artificial,1.3576,1.4476,136,145,3,0.003503,0.000518,4.2628,0.6301
6,AH,artificial,1.2675,1.3576,127,136,4,0.003369,0.000365,4.1001,0.4447
7,SH,artificial,1.1774,1.2675,118,127,1,0.003350,0.000335,4.0767,0.4073
8,N,intelligence,2.2023,2.2834,220,228,2,0.003324,0.000716,4.0449,0.8708
9,IH,artificial,1.0873,1.1774,109,118,3,0.003319,0.000446,4.0385,0.5433
10,T,intelligence,1.7159,1.7970,172,180,2,0.003311,0.000379,4.0292,0.4612
11,AH,intelligence,1.9591,2.0402,196,204,4,0.003246,0.000448,3.9500,0.5457
12,F,artificial,0.9973,1.0873,100,109,2,0.003206,0.000502,3.9015,0.6115
13,IH,is,2.4706,2.5720,247,257,3,0.003161,0.000357,3.8468,0.4342
14,AH,intelligence,2.1213,2.2023,212,220,4,0.003149,0.000378,3.8318,0.4599
15,JH,intelligence,2.0402,2.1213,204,212,1,0.003134,0.000487,3.8137,0.5927
16,S,intelligence,2.2834,2.3645,228,236,1,0.003110,0.000362,3.7846,0.4411
17,AH,artificial,0.9072,0.9973,91,100,4,0.003095,0.000563,3.7663,0.6845
18,T,artificial,0.8171,0.9072,82,91,2,0.002907,0.000805,3.5376,0.9794
19,Z,is,2.5720,2.6733,257,267,1,0.002875,0.000444,3.4988,0.5401
20,R,artificial,0.7270,0.8171,73,82,3,0.002701,0.000682,3.2875,0.8302
21,F,for,2.7795,2.8470,278,285,2,0.002612,0.000522,3.1789,0.6347
22,AO,for,2.8470,2.9146,285,291,1,0.002598,0.000477,3.1614,0.5801
23,AA,artificial,0.6370,0.7270,64,73,1,0.002461,0.000638,2.9954,0.7767
24,IY,real,3.1558,3.2234,316,322,1,0.002451,0.000642,2.9833,0.7817
25,L,real,3.2234,3.2910,322,329,3,0.002448,0.000682,2.9786,0.8297
26,R,for,2.9146,2.9821,291,298,3,0.002361,0.000472,2.8733,0.5745
27,R,real,3.0883,3.1558,309,316,3,0.002304,0.000521,2.8034,0.6339
