rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,IH,artificial,0.9283,1.0052,93,101,3,0.003948,0.000821,4.2854,0.8914
2,SH,artificial,1.0052,1.0821,101,108,1,0.003736,0.000535,4.0551,0.5802
3,S,intelligence,1.9495,2.0187,195,202,1,0.003687,0.000555,4.0013,0.6019
4,IH,intelligence,1.3266,1.3958,133,140,3,0.003673,0.000844,3.9859,0.9160
5,AH,intelligence,1.8111,1.8803,181,188,4,0.003662,0.000520,3.9747,0.5645
6,N,intelligence,1.8803,1.9495,188,195,2,0.003623,0.000776,3.9326,0.8421
7,AH,artificial,0.7745,0.8514,77,85,4,0.003592,0.000467,3.8982,0.5064
8,N,intelligence,1.3958,1.4650,140,146,2,0.003592,0.000882,3.8982,0.9578
9,F,artificial,0.8514,0.9283,85,93,2,0.003585,0.000420,3.8913,0.4559
10,AH,artificial,1.0821,1.1590,108,116,4,0.003580,0.000511,3.8851,0.5549
11,T,intelligence,1.4650,1.5342,146,153,2,0.003532,0.000677,3.8334,0.7350
12,JH,intelligence,1.7418,1.8111,174,181,1,0.003519,0.000504,3.8190,0.5469
13,EH,intelligence,1.5342,1.6034,153,160,1,0.003486,0.000654,3.7833,0.7094
14,L,artificial,1.1590,1.2359,116,124,3,0.003484,0.000538,3.7813,0.5834
15,AH,intelligence,1.6726,1.7418,167,174,4,0.003480,0.000624,3.7768,0.6770
16,L,intelligence,1.6034,1.6726,160,167,3,0.003430,0.000554,3.7225,0.6016
17,T,artificial,0.6976,0.7745,70,77,2,0.003398,0.000701,3.6882,0.7612
18,R,artificial,0.6207,0.6976,62,70,3,0.003321,0.000478,3.6043,0.5185
19,AA,artificial,0.5438,0.6207,54,62,1,0.003190,0.000477,3.4621,0.5174
20,R,real,2.6367,2.6943,264,269,3,0.003189,0.000508,3.4608,0.5514
21,IH,is,2.1093,2.1958,211,220,3,0.003147,0.000646,3.4160,0.7012
22,Z,is,2.1958,2.2824,220,228,1,0.003111,0.000668,3.3764,0.7246
23,F,for,2.3730,2.4307,237,243,2,0.003077,0.000639,3.3394,0.6933
24,R,for,2.4883,2.5460,249,255,3,0.003054,0.000616,3.3142,0.6688
25,IY,real,2.6943,2.7520,269,275,1,0.003041,0.000411,3.3001,0.4462
26,L,real,2.7520,2.8097,275,281,3,0.003023,0.000412,3.2811,0.4472
27,AO,for,2.4307,2.4883,243,249,1,0.002979,0.000638,3.2335,0.6922
