rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,AH,love,1.9279,2.0167,193,202,2,0.004203,0.000735,5.9526,1.0414
2,V,love,2.0167,2.1054,202,211,1,0.004194,0.000603,5.9388,0.8533
3,Z,lawyers,1.6359,1.7424,164,174,2,0.004169,0.000736,5.9046,1.0425
4,L,love,1.8392,1.9279,184,193,4,0.004097,0.000778,5.8027,1.1021
5,Y,lawyers,1.4230,1.5294,142,153,2,0.004088,0.000869,5.7890,1.2307
6,ER,lawyers,1.5294,1.6359,153,164,1,0.004077,0.000899,5.7742,1.2728
7,AO,lawyers,1.3165,1.4230,132,142,1,0.004032,0.001003,5.7103,1.4199
8,L,lawyers,1.2100,1.3165,121,132,4,0.003927,0.000897,5.5613,1.2707
9,M,millionaires,2.2022,2.2909,220,229,1,0.003755,0.001037,5.3178,1.4686
10,IH,millionaires,2.2909,2.3797,229,238,1,0.003548,0.001059,5.0246,1.4991
11,L,millionaires,2.3797,2.4684,238,247,4,0.003394,0.001029,4.8070,1.4575
12,IY,only,0.9801,1.1132,98,111,1,0.003343,0.000931,4.7340,1.3186
13,L,only,0.8470,0.9801,85,98,4,0.003022,0.001015,4.2792,1.4373
14,Y,millionaires,2.4684,2.5571,247,256,2,0.002957,0.000894,4.1871,1.2659
15,AH,millionaires,2.5571,2.6459,256,265,2,0.002807,0.000862,3.9757,1.2204
16,N,millionaires,2.6459,2.7346,265,273,2,0.002805,0.000996,3.9726,1.4103
17,N,only,0.7139,0.8470,71,85,2,0.002660,0.001018,3.7670,1.4422
18,Z,millionaires,2.9121,3.0008,291,300,2,0.002423,0.000570,3.4315,0.8079
19,EH,millionaires,2.7346,2.8233,273,282,1,0.002417,0.000587,3.4233,0.8312
20,R,millionaires,2.8233,2.9121,282,291,1,0.002370,0.000676,3.3562,0.9567
21,OW,only,0.5808,0.7139,58,71,1,0.002324,0.000631,3.2905,0.8934
