rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,SH,actions,0.6317,0.7106,63,71,1,0.004319,0.001054,5.1734,1.2629
2,AH,actions,0.7106,0.7896,71,79,1,0.004301,0.000876,5.1517,1.0497
3,K,actions,0.5527,0.6317,55,63,2,0.004238,0.001144,5.0767,1.3702
4,IY,speak,1.1449,1.2041,114,120,1,0.004216,0.000625,5.0499,0.7484
5,P,speak,1.0857,1.1449,109,114,1,0.004187,0.000711,5.0153,0.8511
6,L,louder,1.3423,1.4608,134,146,1,0.004136,0.000332,4.9548,0.3979
7,Z,actions,0.8686,0.9475,87,95,2,0.004125,0.000645,4.9417,0.7725
8,S,speak,1.0265,1.0857,103,109,1,0.004100,0.000594,4.9107,0.7119
9,N,actions,0.7896,0.8686,79,87,2,0.004094,0.000736,4.9045,0.8819
10,N,than,2.0530,2.1319,205,213,2,0.004026,0.000757,4.8224,0.9065
11,ER,louder,1.6976,1.8161,170,182,2,0.004012,0.000493,4.8053,0.5900
12,K,speak,1.2041,1.2634,120,126,2,0.004010,0.000571,4.8030,0.6841
13,D,louder,1.5792,1.6976,158,170,2,0.003998,0.000817,4.7885,0.9786
14,AE,actions,0.4738,0.5527,47,55,2,0.003977,0.001026,4.7633,1.2292
15,AW,louder,1.4608,1.5792,146,158,1,0.003909,0.000495,4.6828,0.5925
16,AE,than,1.9740,2.0530,197,205,2,0.003882,0.000745,4.6499,0.8927
17,DH,than,1.8950,1.9740,190,197,1,0.003853,0.000558,4.6154,0.6682
18,W,words,2.2109,2.2701,221,227,1,0.003686,0.000774,4.4153,0.9276
19,Z,words,2.3885,2.4478,239,245,2,0.003490,0.000990,4.1802,1.1861
20,ER,words,2.2701,2.3293,227,233,2,0.003483,0.000921,4.1719,1.1038
21,D,words,2.3293,2.3885,233,239,2,0.003442,0.000958,4.1234,1.1473
