rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,P,speak,1.2977,1.3684,130,137,1,0.003872,0.000699,5.6194,1.0150
2,K,speak,1.4392,1.5100,144,151,2,0.003681,0.000532,5.3426,0.7720
3,S,speak,1.2269,1.2977,123,130,1,0.003670,0.000393,5.3257,0.5696
4,IY,speak,1.3684,1.4392,137,144,1,0.003664,0.000564,5.3166,0.8189
5,Z,actions,1.0381,1.1325,104,113,2,0.003598,0.000574,5.2218,0.8336
6,ER,words,2.7133,2.7841,271,278,2,0.003485,0.000808,5.0581,1.1729
7,N,actions,0.9437,1.0381,94,104,2,0.003417,0.000664,4.9592,0.9629
8,L,louder,1.6044,1.7459,160,175,1,0.003300,0.000240,4.7887,0.3483
9,N,than,2.4537,2.5481,245,255,2,0.003289,0.000640,4.7735,0.9289
10,AH,actions,0.8494,0.9437,85,94,1,0.003225,0.000598,4.6797,0.8678
11,DH,than,2.2650,2.3594,226,236,1,0.003203,0.000583,4.6476,0.8455
12,D,louder,1.8875,2.0291,189,203,2,0.003202,0.000458,4.6465,0.6643
13,AW,louder,1.7459,1.8875,175,189,1,0.003159,0.000403,4.5845,0.5842
14,ER,louder,2.0291,2.1706,203,217,2,0.003152,0.000423,4.5738,0.6141
15,K,actions,0.6606,0.7550,66,76,2,0.003080,0.000845,4.4703,1.2268
16,W,words,2.6425,2.7133,264,271,1,0.003046,0.000337,4.4206,0.4893
17,Z,words,2.8548,2.9256,285,293,2,0.003042,0.000577,4.4147,0.8369
18,D,words,2.7841,2.8548,278,285,2,0.003012,0.000426,4.3715,0.6187
19,SH,actions,0.7550,0.8494,76,85,1,0.003005,0.000669,4.3608,0.9703
20,AE,than,2.3594,2.4537,236,245,2,0.002918,0.000249,4.2347,0.3620
21,AE,actions,0.5663,0.6606,57,66,2,0.002887,0.000513,4.1897,0.7439
