time,mean_attention,std_attention
0.0000,0.004151,0.001087
0.0115,0.004365,0.001668
0.0230,0.004416,0.001567
0.0344,0.004663,0.001493
0.0459,0.004693,0.001480
0.0574,0.004722,0.001482
0.0689,0.004635,0.001319
0.0804,0.004827,0.001483
0.0918,0.005211,0.001788
0.1033,0.005403,0.002138
0.1148,0.005593,0.002194
0.1263,0.005573,0.001982
0.1377,0.005452,0.001824
0.1492,0.005481,0.001591
0.1607,0.005812,0.001492
0.1722,0.006136,0.001450
0.1837,0.006338,0.001737
0.1951,0.006214,0.001620
0.2066,0.006013,0.001404
0.2181,0.006190,0.001648
0.2296,0.006083,0.001818
0.2411,0.006077,0.001601
0.2525,0.006227,0.001888
0.2640,0.006101,0.001493
0.2755,0.005872,0.001240
0.2870,0.005582,0.001392
0.2984,0.005369,0.001354
0.3099,0.005404,0.001306
0.3214,0.005517,0.001228
0.3329,0.005325,0.001143
0.3444,0.005365,0.000887
0.3558,0.005304,0.000823
0.3673,0.005339,0.001112
0.3788,0.005404,0.001397
0.3903,0.005396,0.001359
0.4018,0.005328,0.001480
0.4132,0.005565,0.001231
0.4247,0.005802,0.001271
0.4362,0.005758,0.001027
0.4477,0.005639,0.001057
0.4591,0.005866,0.001232
0.4706,0.005942,0.001380
0.4821,0.006115,0.001601
0.4936,0.006442,0.001601
0.5051,0.006256,0.001437
0.5165,0.006105,0.001295
0.5280,0.005987,0.001280
0.5395,0.005991,0.001199
0.5510,0.005926,0.001509
0.5625,0.006121,0.001630
0.5739,0.006444,0.001558
0.5854,0.006636,0.001347
0.5969,0.006510,0.001447
0.6084,0.006211,0.001312
0.6199,0.006017,0.001477
0.6313,0.006029,0.001374
0.6428,0.006148,0.001445
0.6543,0.006185,0.001676
0.6658,0.006455,0.001649
0.6772,0.006660,0.001475
0.6887,0.006509,0.001418
0.7002,0.006097,0.001574
0.7117,0.006171,0.001694
0.7232,0.006524,0.001902
0.7346,0.006647,0.001747
0.7461,0.006720,0.001609
0.7576,0.006877,0.001812
0.7691,0.007164,0.001916
0.7806,0.007099,0.001806
0.7920,0.006737,0.001717
0.8035,0.006671,0.001865
0.8150,0.006425,0.001832
0.8265,0.006349,0.001492
0.8379,0.006377,0.001650
0.8494,0.006866,0.002013
0.8609,0.006962,0.001879
0.8724,0.006467,0.001796
0.8839,0.006792,0.002011
0.8953,0.006893,0.001904
0.9068,0.006921,0.001871
0.9183,0.006447,0.001820
0.9298,0.006277,0.001552
0.9413,0.006229,0.001526
0.9527,0.006036,0.001554
