rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,M,my,0.6000,0.8250,60,82,2,0.004158,0.000533,7.7901,0.9996
2,OY,voice,1.2500,1.4000,125,140,1,0.004067,0.000600,7.6192,1.1249
3,M,my,1.9500,2.1750,195,217,2,0.004012,0.000928,7.5179,1.7383
4,S,voice,1.4000,1.5500,140,155,2,0.003934,0.000669,7.3717,1.2537
5,V,voice,1.1000,1.2500,110,125,1,0.003841,0.000687,7.1961,1.2874
6,Z,is,1.7000,1.8500,170,185,1,0.003762,0.000980,7.0489,1.8367
7,S,password,2.7200,2.8550,272,286,2,0.003638,0.000828,6.8159,1.5509
8,IH,is,1.5500,1.7000,155,170,1,0.003514,0.000905,6.5842,1.6964
9,AE,password,2.5850,2.7200,258,272,1,0.003412,0.000894,6.3926,1.6751
10,AY,my,2.1750,2.4000,217,240,2,0.003411,0.000688,6.3907,1.2887
11,W,password,2.8550,2.9900,286,299,1,0.003298,0.000783,6.1796,1.4675
12,ER,password,2.9900,3.1250,299,312,1,0.003234,0.000741,6.0600,1.3893
13,P,password,2.4500,2.5850,245,258,1,0.003182,0.000760,5.9618,1.4247
14,AY,my,0.8250,1.0500,82,105,2,0.003086,0.000581,5.7825,1.0888
15,D,password,3.1250,3.2600,312,326,1,0.002823,0.000477,5.2888,0.8932
