rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,IH,is,1.3000,1.4250,130,142,1,0.004832,0.000804,8.1649,1.3587
2,M,my,0.5000,0.6750,50,68,2,0.004829,0.000363,8.1604,0.6133
3,OY,voice,1.0200,1.1600,102,116,1,0.004818,0.000551,8.1417,0.9310
4,S,voice,1.1600,1.3000,116,130,2,0.004568,0.000482,7.7193,0.8142
5,V,voice,0.8800,1.0200,88,102,1,0.004551,0.000717,7.6902,1.2122
6,M,my,1.6000,1.7750,160,178,2,0.004114,0.000585,6.9516,0.9888
7,Z,is,1.4250,1.5500,142,155,1,0.004113,0.000468,6.9502,0.7913
8,AE,password,2.0583,2.1667,206,217,1,0.003841,0.000849,6.4901,1.4348
9,AY,my,1.7750,1.9500,178,195,2,0.003802,0.000690,6.4240,1.1654
10,P,password,1.9500,2.0583,195,206,1,0.003787,0.000550,6.3988,0.9298
11,AY,my,0.6750,0.8500,68,85,2,0.003617,0.000412,6.1122,0.6961
12,S,password,2.1667,2.2750,217,228,2,0.003177,0.000513,5.3691,0.8669
13,W,password,2.2750,2.3833,228,238,1,0.003077,0.000425,5.1995,0.7177
14,ER,password,2.3833,2.4917,238,249,1,0.003046,0.000389,5.1477,0.6579
15,D,password,2.4917,2.6000,249,260,1,0.003006,0.000357,5.0803,0.6041
