rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,T,twenty,1.0578,1.1030,106,110,4,0.006448,0.004429,4.4752,3.0740
2,Z,has,0.9482,0.9933,95,99,1,0.006260,0.004529,4.3446,3.1435
3,T,twenty,1.3932,1.4384,139,144,4,0.006122,0.004504,4.2489,3.1260
4,IY,jealousy,0.7256,0.7933,73,79,3,0.006094,0.004548,4.2296,3.1562
5,W,twenty,1.1030,1.1481,110,115,2,0.006094,0.004554,4.2295,3.1603
6,T,twenty,1.2384,1.2835,124,128,4,0.005908,0.004500,4.1000,3.1228
7,IY,twenty,1.2835,1.3287,128,133,3,0.005833,0.004620,4.0484,3.2065
8,W,twenty,1.4384,1.4835,144,148,2,0.005803,0.004497,4.0274,3.1211
9,AE,has,0.9030,0.9482,90,95,1,0.005792,0.004543,4.0194,3.1530
10,EH,twenty,1.1481,1.1932,115,119,3,0.005743,0.004481,3.9860,3.1097
11,N,twenty,1.1932,1.2384,119,124,3,0.005709,0.004557,3.9622,3.1626
12,HH,has,0.8579,0.9030,86,90,1,0.005543,0.004572,3.8470,3.1727
13,S,jealousy,0.6579,0.7256,66,73,1,0.005475,0.004519,3.8000,3.1360
14,T,twenty,1.5738,1.6189,157,162,4,0.005421,0.004518,3.7623,3.1354
15,EH,twenty,1.4835,1.5287,148,153,3,0.005420,0.004506,3.7614,3.1269
16,N,twenty,1.5287,1.5738,153,157,3,0.005370,0.004481,3.7270,3.1097
17,AH,jealousy,0.5902,0.6579,59,66,2,0.005333,0.004407,3.7010,3.0582
18,EH,jealousy,0.4547,0.5224,45,52,3,0.005292,0.001856,3.6728,1.2881
19,L,jealousy,0.5224,0.5902,52,59,1,0.005230,0.002062,3.6294,1.4307
20,IY,twenty,1.6189,1.6641,162,166,3,0.005157,0.004520,3.5790,3.1367
21,V,vision,1.7286,1.7828,173,178,1,0.005120,0.004514,3.5533,3.1330
22,IH,vision,1.7828,1.8370,178,184,1,0.005106,0.004532,3.5437,3.1452
23,JH,jealousy,0.3870,0.4547,39,45,1,0.005017,0.002025,3.4819,1.4052
24,N,vision,1.9453,1.9995,195,200,3,0.004945,0.004578,3.4319,3.1774
25,ZH,vision,1.8370,1.8911,184,189,1,0.004935,0.004551,3.4251,3.1583
26,AH,vision,1.8911,1.9453,189,195,2,0.004918,0.004577,3.4132,3.1765
