recording_id,speaker_id,pcm_path,file_exists
20150328192605931_m0001_47,m0001,Reddots/pcm/m0001/20150328192605931_m0001_47.pcm,False
20150624090048099_m0001_47,m0001,Reddots/pcm/m0001/20150624090048099_m0001_47.pcm,False
20150411211417284_m0001_47,m0001,Reddots/pcm/m0001/20150411211417284_m0001_47.pcm,False
20150212113928600_m0001_47,m0001,Reddots/pcm/m0001/20150212113928600_m0001_47.pcm,False
20150222200320792_m0001_47,m0001,Reddots/pcm/m0001/20150222200320792_m0001_47.pcm,False
20150730142448232_m0001_47,m0001,Reddots/pcm/m0001/20150730142448232_m0001_47.pcm,False
20150212113951907_m0001_47,m0001,Reddots/pcm/m0001/20150212113951907_m0001_47.pcm,False
20150425072710085_m0001_47,m0001,Reddots/pcm/m0001/20150425072710085_m0001_47.pcm,False
20150416204614730_m0001_47,m0001,Reddots/pcm/m0001/20150416204614730_m0001_47.pcm,False
20150203085615719_m0001_47,m0001,Reddots/pcm/m0001/20150203085615719_m0001_47.pcm,False
20150405153446828_m0001_47,m0001,Reddots/pcm/m0001/20150405153446828_m0001_47.pcm,False
20150705170631190_m0001_47,m0001,Reddots/pcm/m0001/20150705170631190_m0001_47.pcm,False
20150424190738880_m0001_47,m0001,Reddots/pcm/m0001/20150424190738880_m0001_47.pcm,False
20150616150928618_m0001_47,m0001,Reddots/pcm/m0001/20150616150928618_m0001_47.pcm,False
20150207091305754_m0001_47,m0001,Reddots/pcm/m0001/20150207091305754_m0001_47.pcm,False
20150302085717320_m0001_47,m0001,Reddots/pcm/m0001/20150302085717320_m0001_47.pcm,False
20150510164358164_m0001_47,m0001,Reddots/pcm/m0001/20150510164358164_m0001_47.pcm,False
20150525084648844_m0001_47,m0001,Reddots/pcm/m0001/20150525084648844_m0001_47.pcm,False
20150803182132755_m0001_47,m0001,Reddots/pcm/m0001/20150803182132755_m0001_47.pcm,False
20150517081512129_m0001_47,m0001,Reddots/pcm/m0001/20150517081512129_m0001_47.pcm,False
20150212113927820_m0001_47,m0001,Reddots/pcm/m0001/20150212113927820_m0001_47.pcm,False
20150306113312616_m0001_47,m0001,Reddots/pcm/m0001/20150306113312616_m0001_47.pcm,False
20150212113926978_m0001_47,m0001,Reddots/pcm/m0001/20150212113926978_m0001_47.pcm,False
20150504085000404_m0001_47,m0001,Reddots/pcm/m0001/20150504085000404_m0001_47.pcm,False
20150313143343737_m0001_47,m0001,Reddots/pcm/m0001/20150313143343737_m0001_47.pcm,False
20150811152352100_m0001_47,m0001,Reddots/pcm/m0001/20150811152352100_m0001_47.pcm,False
20150129213305293_m0001_47,m0001,Reddots/pcm/m0001/20150129213305293_m0001_47.pcm,False
20150321215331769_m0001_47,m0001,Reddots/pcm/m0001/20150321215331769_m0001_47.pcm,False
20150607174103694_m0001_47,m0001,Reddots/pcm/m0001/20150607174103694_m0001_47.pcm,False
20150721143718566_m0001_47,m0001,Reddots/pcm/m0001/20150721143718566_m0001_47.pcm,False
20150617093359390_m0001_47,m0001,Reddots/pcm/m0001/20150617093359390_m0001_47.pcm,False
