rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,D,and,2.5817,2.6483,258,265,2,0.003729,0.000857,4.1276,0.9489
2,S,cupcakes,2.2865,2.3435,229,234,2,0.003646,0.000833,4.0368,0.9217
3,N,and,2.5152,2.5817,252,258,1,0.003606,0.000754,3.9924,0.8348
4,AE,and,2.4486,2.5152,245,252,2,0.003357,0.000425,3.7162,0.4703
5,IY,parties,1.4012,1.4678,140,147,2,0.003320,0.000527,3.6752,0.5837
6,T,parties,1.3346,1.4012,133,140,1,0.003269,0.000726,3.6191,0.8032
7,EY,cupcakes,2.1724,2.2294,217,223,2,0.003253,0.000590,3.6011,0.6535
8,HH,have,1.6394,1.7060,164,171,1,0.003241,0.000524,3.5877,0.5801
9,K,cupcakes,2.1153,2.1724,212,217,4,0.003210,0.000595,3.5532,0.6583
10,AA,parties,1.2015,1.2681,120,127,1,0.003170,0.000274,3.5094,0.3029
11,Z,parties,1.4678,1.5343,147,153,1,0.003142,0.000298,3.4780,0.3295
12,R,parties,1.2681,1.3346,127,133,2,0.003097,0.000320,3.4285,0.3547
13,K,cupcakes,2.2294,2.2865,223,229,4,0.003061,0.000627,3.3886,0.6946
14,V,have,1.7725,1.8391,177,184,1,0.003053,0.000430,3.3795,0.4756
15,AE,have,1.7060,1.7725,171,177,2,0.003027,0.000302,3.3511,0.3345
16,K,cupcakes,1.9442,2.0012,194,200,4,0.003007,0.000469,3.3285,0.5189
17,AH,cupcakes,2.0012,2.0583,200,206,1,0.003005,0.000326,3.3266,0.3605
18,P,parties,1.1350,1.2015,113,120,2,0.002979,0.000258,3.2976,0.2859
19,P,cupcakes,2.0583,2.1153,206,212,2,0.002953,0.000346,3.2686,0.3826
20,AY,ice,2.7534,2.8532,275,285,1,0.002879,0.000717,3.1873,0.7939
21,EY,birthday,0.9500,1.0299,95,103,2,0.002856,0.000307,3.1620,0.3404
22,D,birthday,0.8701,0.9500,87,95,2,0.002855,0.000428,3.1605,0.4738
23,S,ice,2.8532,2.9530,285,295,2,0.002848,0.000553,3.1527,0.6125
24,TH,birthday,0.7903,0.8701,79,87,1,0.002821,0.000486,3.1229,0.5386
25,ER,birthday,0.7104,0.7903,71,79,1,0.002621,0.000528,2.9017,0.5847
26,K,cream,3.0581,3.1080,306,311,4,0.002548,0.000694,2.8208,0.7681
27,B,birthday,0.6305,0.7104,63,71,1,0.002491,0.000388,2.7577,0.4290
28,R,cream,3.1080,3.1580,311,316,2,0.002491,0.000583,2.7575,0.6453
29,M,cream,3.2079,3.2578,321,326,1,0.002399,0.000476,2.6562,0.5274
30,IY,cream,3.1580,3.2079,316,321,2,0.002398,0.000500,2.6548,0.5540
