rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,K,cupcakes,1.7433,1.7879,174,179,4,0.004706,0.001223,4.1928,1.0895
2,EY,cupcakes,1.6987,1.7433,170,174,2,0.004612,0.001428,4.1089,1.2724
3,S,cupcakes,1.7879,1.8325,179,183,2,0.004384,0.001298,3.9061,1.1564
4,AE,and,1.9147,1.9667,191,197,2,0.004262,0.001037,3.7976,0.9236
5,AH,cupcakes,1.5649,1.6095,156,161,1,0.004224,0.001160,3.7629,1.0333
6,K,cupcakes,1.6541,1.6987,165,170,4,0.004184,0.001308,3.7277,1.1649
7,P,cupcakes,1.6095,1.6541,161,165,2,0.004128,0.001307,3.6776,1.1640
8,N,and,1.9667,2.0188,197,202,1,0.003928,0.000951,3.4992,0.8473
9,K,cupcakes,1.5202,1.5649,152,156,4,0.003912,0.000780,3.4853,0.6950
10,EY,birthday,0.7429,0.8053,74,81,2,0.003861,0.000694,3.4400,0.6184
11,D,birthday,0.6804,0.7429,68,74,2,0.003852,0.000692,3.4315,0.6169
12,TH,birthday,0.6180,0.6804,62,68,1,0.003807,0.000575,3.3915,0.5119
13,P,parties,0.8875,0.9395,89,94,2,0.003774,0.000627,3.3627,0.5583
14,D,and,2.0188,2.0708,202,207,2,0.003749,0.000829,3.3405,0.7384
15,ER,birthday,0.5555,0.6180,56,62,1,0.003741,0.000645,3.3330,0.5750
16,IY,parties,1.0957,1.1477,110,115,2,0.003720,0.000709,3.3145,0.6314
17,B,birthday,0.4931,0.5555,49,56,1,0.003707,0.000638,3.3031,0.5687
18,AA,parties,0.9395,0.9916,94,99,1,0.003688,0.000643,3.2854,0.5728
19,V,have,1.3860,1.4381,139,144,1,0.003676,0.000618,3.2754,0.5508
20,Z,parties,1.1477,1.1998,115,120,1,0.003598,0.000819,3.2059,0.7297
21,HH,have,1.2819,1.3340,128,133,1,0.003574,0.000526,3.1839,0.4690
22,R,parties,0.9916,1.0436,99,104,2,0.003572,0.000621,3.1821,0.5534
23,AY,ice,2.1530,2.2311,215,223,1,0.003488,0.000716,3.1076,0.6379
24,T,parties,1.0436,1.0957,104,110,1,0.003440,0.000527,3.0645,0.4696
25,AE,have,1.3340,1.3860,133,139,2,0.003434,0.000563,3.0597,0.5020
26,S,ice,2.2311,2.3091,223,231,2,0.003342,0.000593,2.9775,0.5285
27,M,cream,2.5084,2.5474,251,255,1,0.003008,0.000541,2.6798,0.4816
28,IY,cream,2.4694,2.5084,247,251,2,0.003000,0.000560,2.6729,0.4987
29,R,cream,2.4303,2.4694,243,247,2,0.002943,0.000420,2.6220,0.3742
30,K,cream,2.3913,2.4303,239,243,4,0.002928,0.000368,2.6083,0.3279
