rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,EY,cupcakes,2.6162,2.6849,262,268,2,0.002916,0.000584,3.8921,0.7800
2,AE,and,2.9488,3.0290,295,303,2,0.002832,0.000408,3.7809,0.5451
3,AA,parties,1.4470,1.5272,145,153,1,0.002820,0.000402,3.7641,0.5362
4,K,cupcakes,2.5475,2.6162,255,262,4,0.002740,0.000548,3.6572,0.7315
5,EY,birthday,1.1441,1.2403,114,124,2,0.002730,0.000387,3.6442,0.5172
6,D,birthday,1.0479,1.1441,105,114,2,0.002643,0.000614,3.5285,0.8200
7,K,cupcakes,2.3414,2.4101,234,241,4,0.002615,0.000839,3.4906,1.1206
8,K,cupcakes,2.6849,2.7536,268,275,4,0.002590,0.000668,3.4577,0.8916
9,R,parties,1.5272,1.6073,153,161,2,0.002583,0.000553,3.4477,0.7377
10,AH,cupcakes,2.4101,2.4788,241,248,1,0.002559,0.000674,3.4156,0.9002
11,S,cupcakes,2.7536,2.8223,275,282,2,0.002555,0.000534,3.4101,0.7134
12,ER,birthday,0.8555,0.9517,86,95,1,0.002526,0.000658,3.3713,0.8781
13,HH,have,1.9743,2.0545,197,205,1,0.002510,0.000460,3.3499,0.6135
14,D,and,3.1092,3.1893,311,319,2,0.002494,0.000423,3.3288,0.5642
15,P,cupcakes,2.4788,2.5475,248,255,2,0.002493,0.000391,3.3279,0.5226
16,P,parties,1.3668,1.4470,137,145,2,0.002483,0.000270,3.3140,0.3605
17,V,have,2.1346,2.2148,213,221,1,0.002454,0.000661,3.2765,0.8826
18,TH,birthday,0.9517,1.0479,95,105,1,0.002449,0.000629,3.2686,0.8392
19,Z,parties,1.7676,1.8478,177,185,1,0.002434,0.000446,3.2496,0.5954
20,S,ice,3.4361,3.5563,344,356,2,0.002407,0.000402,3.2135,0.5364
21,N,and,3.0290,3.1092,303,311,1,0.002405,0.000157,3.2100,0.2098
22,T,parties,1.6073,1.6875,161,169,1,0.002378,0.000471,3.1737,0.6289
23,AE,have,2.0545,2.1346,205,213,2,0.002354,0.000556,3.1417,0.7420
24,IY,parties,1.6875,1.7676,169,177,2,0.002350,0.000525,3.1372,0.7010
25,M,cream,3.8632,3.9234,386,392,1,0.002324,0.000481,3.1025,0.6425
26,AY,ice,3.3159,3.4361,332,344,1,0.002308,0.000405,3.0814,0.5410
27,K,cream,3.6829,3.7430,368,374,4,0.002296,0.000346,3.0650,0.4616
28,B,birthday,0.7594,0.8555,76,86,1,0.002296,0.000688,3.0646,0.9188
29,IY,cream,3.8031,3.8632,380,386,2,0.002239,0.000349,2.9886,0.4660
30,R,cream,3.7430,3.8031,374,380,2,0.002132,0.000413,2.8466,0.5514
