rank,phoneme,word,start,end,start_frame,end_frame,occurrence,mean_attention,std_attention,attention_pct,attention_pct_std
1,P,pot,0.8919,0.9613,89,96,1,0.006080,0.001344,7.2490,1.6020
2,AA,pot,0.9613,1.0307,96,103,2,0.005878,0.001181,7.0092,1.4079
3,T,pot,1.0307,1.1000,103,110,2,0.005757,0.001135,6.8649,1.3532
4,T,watched,0.7804,0.8325,78,83,2,0.005721,0.001851,6.8209,2.2070
5,N,never,1.1595,1.2636,116,126,1,0.005509,0.000913,6.5690,1.0881
6,AA,watched,0.6764,0.7284,68,73,2,0.005450,0.001306,6.4983,1.5574
7,CH,watched,0.7284,0.7804,73,78,1,0.005428,0.001451,6.4727,1.7302
8,W,watched,0.6244,0.6764,62,68,1,0.005388,0.001297,6.4239,1.5464
9,AH,a,0.3568,0.5649,36,56,1,0.005302,0.000707,6.3219,0.8425
10,EH,never,1.2636,1.3676,126,137,1,0.005228,0.000965,6.2334,1.1511
11,V,never,1.3676,1.4717,137,147,1,0.004899,0.000773,5.8413,0.9218
12,ER,never,1.4717,1.5757,147,158,1,0.004832,0.000623,5.7615,0.7424
13,B,boils,1.6352,1.6872,164,169,1,0.004759,0.000940,5.6745,1.1207
14,OY,boils,1.6872,1.7393,169,174,1,0.004648,0.000926,5.5419,1.1043
15,Z,boils,1.7913,1.8433,179,184,1,0.004540,0.000773,5.4128,0.9211
16,L,boils,1.7393,1.7913,174,179,1,0.004449,0.000702,5.3048,0.8372
